epoch,trn_loss,trn_ber,val_loss,val_ber,seconds
1,0.25101631790092394,0.49969045455498196,0.25000486434163505,0.4987715109313597,129.26741361618042
2,0.24995476770285033,0.4950311146969252,0.24982314238202222,0.4917736582345087,48.58835577964783
3,0.24651699281435457,0.46034898150291176,0.23648528200928612,0.4074803464479479,49.56152033805847
4,0.22483289799792347,0.3824238838642697,0.2093427015534848,0.3462201333757374,49.16191577911377
5,0.2058296625082126,0.3404802797120373,0.1905569165599752,0.30797555213002553,48.632933139801025
6,0.19090185375113305,0.3072662256746017,0.17346661121809676,0.2692881452711828,47.49851131439209
7,0.17799140825320753,0.2774590921688252,0.16087629667407663,0.2430854636296877,47.13457894325256
8,0.1695318361923903,0.2592390845241934,0.15210125934660468,0.2253979796651772,47.64672827720642
9,0.16327881056054716,0.24691927749902448,0.14620845090533124,0.21513212668915588,48.660311698913574
10,0.15886235749252378,0.23850810730443925,0.1424976691879192,0.20871120855790473,50.48753070831299
11,0.15510910438122347,0.23130820191163198,0.14280086940346742,0.20822711926080453,50.27650475502014
12,0.15266264691888573,0.22651143933152287,0.13964804677644066,0.2034981311545392,48.43127727508545
13,0.15045635020385376,0.22259157880734715,0.140692491034375,0.20538845621880136,49.518548250198364
14,0.14880266112765714,0.2194904541168664,0.13880310951835645,0.20220458171697053,52.096577167510986
15,0.14697053501225155,0.21654307490848976,0.13853415150428025,0.2015284449583424,52.37814378738403
16,0.14568052301267292,0.21388652235854463,0.1391211571936834,0.2029672205677563,53.386200189590454
17,0.14357717565591774,0.21021972954690876,0.14042910411640552,0.20572652484171827,50.65765929222107
18,0.14213300657951936,0.20766181986339402,0.13866653997040432,0.20201888335156976,52.81370162963867
19,0.14099144578271994,0.20550086217288027,0.1396986469277578,0.20398697919854475,52.54935574531555
20,0.13982200825555807,0.2034732423804602,0.14020896355989065,0.20527814765854796,51.83934760093689
21,0.1385790895950819,0.20131908695015915,0.1402983974274279,0.20434330244516913,51.337177991867065
22,0.1377838735542085,0.2000425138202118,0.13963445654729748,0.20308070308598683,50.46258854866028
23,0.13660323734696883,0.19803360258494068,0.13984448094541482,0.20286881700057605,48.3399395942688
24,0.135604774795518,0.1962284388396281,0.1414150109523611,0.20650662114488522,48.31126570701599
25,0.1343054467312734,0.1939365243099957,0.14227131061961315,0.20828664091151627,48.56195402145386
26,0.1339485381605625,0.19344024948745103,0.14108413835454864,0.20482897728447422,52.32363820075989
27,0.13289912758457356,0.19153338116834576,0.14184297729097617,0.20632727092485106,52.87285804748535
28,0.1321410060556386,0.19017993349622125,0.14298741533286835,0.20811284439008998,53.61210751533508
29,0.1311678358494106,0.18857886027321086,0.14370541478062365,0.2100103116183988,50.72160768508911
30,0.1306641331251886,0.1877631849496761,0.14357842073588323,0.2083429859648261,52.372339963912964
31,0.12983116156175237,0.18615156518767864,0.14375314998414798,0.20886516503522004,51.41476058959961
32,0.12877718147288666,0.184653215465357,0.14386776209814134,0.20838187034452124,50.24641513824463
33,0.12848352958287967,0.1841395922906626,0.14470607655695078,0.2089889652671705,50.80779194831848
34,0.12768195448021016,0.1826303571917791,0.14477347221490683,0.2096896996567452,50.554490089416504
35,0.12683967347169248,0.18134868165567508,0.14517498331740303,0.2096127241745836,51.66244649887085
36,0.1264238338318766,0.1806500188035946,0.1461459487941509,0.2123759992822145,47.80341029167175
37,0.12567676966705468,0.1791649343905682,0.14674039482218945,0.21292595275005985,45.54492425918579
38,0.12497432110956272,0.1782890526107908,0.14651389616925076,0.2120307856453344,47.620542764663696
39,0.12448337559185205,0.1773318782407713,0.14682520492953277,0.21141099453719775,46.764411211013794
40,0.12409817319207624,0.17686315419132675,0.14749964481473452,0.21257280732003406,45.754910945892334
