phase,epoch,train_loss,train_bce,train_ber,val_loss,val_bce,val_ber,lr,elapsed_s
pretrain,1,0.5637231286869049,0.5630670643997192,0.34445443247127533,1.0621747450990158,1.0621239276261658,0.43118618131451014,0.0009939057285945933,25.7
pretrain,2,0.361946321390152,0.3619236842498779,0.17902449581623078,1.212802155853494,1.2127496871964607,0.438219638289632,0.0009757729755661012,24.8
pretrain,3,0.3442358102645874,0.3442168829956055,0.17130945613288878,1.4324374603948997,1.4323560480701212,0.45066064802018013,0.0009460482294732422,24.7
pretrain,4,0.3344593520183563,0.33443862910461425,0.1668019162979126,1.6450192329966424,1.6450020861901833,0.45605104224511045,0.0009054634122155991,24.8
pretrain,5,0.30085170685005186,0.3008409456748962,0.14766267689228058,1.811516873062245,1.8114937760706165,0.46203559574422176,0.0008550178566873411,24.8
pretrain,6,0.28811156533813476,0.28810531849861143,0.14157475697612762,1.9572855484736216,1.9572778577612275,0.4631038026229755,0.0007959536998847743,24.8
pretrain,7,0.283350702047348,0.28334600827217105,0.1395760569705963,1.9985064017010676,1.998502028852714,0.4632711203274222,0.0007297252973710758,24.8
pretrain,8,0.280604085855484,0.2806003236846924,0.13835981693553925,2.0017010969238083,2.001686596093082,0.46377519261473904,0.0006579634122155991,24.8
pretrain,9,0.27796211869239806,0.27795842398643494,0.13716809701919555,2.193939879849866,2.193914211957253,0.46783139273773594,0.0005824350601949144,24.8
pretrain,10,0.2751263996067047,0.27512359012794496,0.13582049700641632,2.118839607991563,2.118837219663364,0.4674367141002547,0.0005050000000000001,24.9
pretrain,11,0.27313733982658384,0.2731353017158508,0.13495841693592073,2.1548430033887933,2.154841094659358,0.46793434600470046,0.000427564939805086,24.8
pretrain,12,0.2715521899642944,0.2715505804004669,0.13430141706371307,2.101397396770479,2.101393469051965,0.4692942843780861,0.0003520365877844012,24.7
pretrain,13,0.26981997547912595,0.26981867798042297,0.13354083692932128,2.287505567048252,2.287503921540701,0.46947232134247074,0.00028027470262892445,24.7
pretrain,14,0.2673218169994354,0.2673207740421295,0.13232275692749024,2.246603370786787,2.246601699095128,0.4704075396214366,0.0002140463001152259,24.8
pretrain,15,0.26588424422073365,0.2658834250431061,0.13165399700641633,2.4528692536781604,2.452867741852756,0.4717288624953937,0.00015498214331265904,24.9
pretrain,16,0.26495719126319883,0.26495650513076785,0.13122037708950043,2.4032476431103236,2.4032462911511736,0.4711175349483875,0.00010453658778440108,24.7
pretrain,17,0.2642930820236206,0.2642924711799622,0.13090851704645157,2.468319520578012,2.4683188287447777,0.4723509125753515,6.395177052675796e-05,24.7
pretrain,18,0.2637664176750183,0.26376587046813965,0.13068249683141708,2.390466693643335,2.390465763391522,0.47138995051077126,3.422702443389901e-05,24.7
pretrain,19,0.2634100340671539,0.26340952809906004,0.13052037707424163,2.444314446074929,2.44431322503632,0.4724796158926828,1.6094271405406862e-05,24.7
