epoch,trn_loss,trn_ber,val_loss,val_ber,seconds
1,0.25043698211051224,0.49851705096320825,0.24999051421867938,0.4969047519819054,53.51452589035034
2,0.2486766705983797,0.4801384534374916,0.2404030398819284,0.4241012315390091,49.89219331741333
3,0.21711940163539648,0.35917134665448025,0.18350630157983952,0.28005790645244655,49.26103472709656
4,0.17800785392495674,0.272249177291433,0.1503518484836482,0.21738738164861843,50.62648034095764
5,0.157855640957349,0.23495151854106078,0.13215950006121271,0.18736593212400163,49.90829300880432
6,0.14704146178113903,0.2164240129133573,0.12295480059713113,0.17293650574154323,49.934648752212524
7,0.14003603404942663,0.2047723461722924,0.11655516579191043,0.16336335987172276,48.20873260498047
8,0.1340026287310597,0.19493598578393706,0.11222891501222543,0.15784212525619146,48.54008769989014
9,0.1296113074732565,0.18787615435090496,0.108759086500775,0.15416129970949435,48.52563405036926
10,0.12558542964856786,0.18123493066664276,0.10797080418062231,0.1537087073989919,50.33339548110962
11,0.12230062313851575,0.17590041993065852,0.10758206588050317,0.15472543726070712,48.11876583099365
12,0.11941551735704588,0.17137446693289457,0.10631510520418638,0.15269626605439116,48.2582049369812
13,0.11631235944528114,0.16645856446609147,0.10513934111426389,0.15143714767190736,49.03972911834717
14,0.11303306999058849,0.16106968382039716,0.10477418320494013,0.1507486030491367,48.88464593887329
15,0.1101251671924717,0.1566923741717964,0.10475554874351432,0.1508966084395494,49.68477153778076
16,0.10747862862497592,0.15245647568089443,0.10587553353600623,0.1529236332138226,49.10579872131348
17,0.10512374902167122,0.14889040245717503,0.10578399363158855,0.15235091834710626,51.45532298088074
18,0.10277610834803884,0.1449598231048511,0.10665668453821446,0.15369154667583262,50.395843505859375
19,0.10041598267436212,0.14133241996061335,0.10686178176840812,0.152593303454224,49.65384531021118
20,0.09792469841976797,0.13740317836045465,0.10771542935860305,0.1544208466201215,51.1775906085968
21,0.09562268966049749,0.13391182955931732,0.10813971336232599,0.15549549200232066,50.98910403251648
22,0.09324404125240697,0.1301114109536692,0.10891685954801313,0.15464178189245328,52.257426261901855
23,0.09164904149769906,0.12771572896348588,0.10974026370692898,0.1554440096922056,51.319828748703
24,0.08967288064821932,0.12458915585877778,0.11026536652531455,0.15545473598400855,50.23439168930054
25,0.08817229214735435,0.12241442748381103,0.11101465606091106,0.15619905376730944,49.61024045944214
26,0.08635379644409616,0.11945203003732538,0.11173168007573668,0.15725224795949044,49.5789680480957
27,0.08463904299741898,0.11705474080417617,0.11274782677849492,0.15781852860580642,49.475210428237915
28,0.08295702301590359,0.11456478385042126,0.11321413596905848,0.1584148386270383,51.33739757537842
29,0.08104464465333101,0.11161604562729503,0.11399329796669976,0.15874088032339734,49.6949565410614
30,0.0795890142823576,0.1094533695591761,0.11442673342491823,0.1581831825285805,48.83624005317688
31,0.07807745002826731,0.10715437135647435,0.11553977353794796,0.16033461858074535,51.01640486717224
32,0.07689656509035905,0.10544806654333615,0.1158425241248488,0.15950021037135909,49.05232810974121
33,0.07533633093559607,0.10323530751041482,0.11650757763274286,0.1606156119828263,49.65374541282654
34,0.07391214794080471,0.10092720341954453,0.11754714976636599,0.16149077151196037,48.23310399055481
35,0.07275428898731101,0.09931276257183448,0.11762357259297872,0.16002144522929795,49.08274006843567
36,0.07157159082615878,0.09756601625904093,0.1183406091948427,0.16238309256332925,48.06511688232422
37,0.07022742179981022,0.09545851194058459,0.1188635284785087,0.1616966932602882,48.44285178184509
38,0.0696529369866933,0.09478707784565625,0.11922008330373997,0.16100814658549148,51.32175827026367
39,0.06859043194412566,0.09323209338019851,0.12029425452088961,0.16391891606730588,48.00006294250488
40,0.06766986713388863,0.0917510288833416,0.12043814079820829,0.16300514507886935,48.40244221687317
