phase,epoch,train_loss,train_bce,train_ber,val_loss,val_bce,val_ber,lr,elapsed_s
pretrain,1,0.3131940373363495,0.3128088699798584,0.1587098765258789,1.837449742867066,1.8373967659724009,0.4614156947812007,0.0009939057285945933,45.3
pretrain,2,0.26648686291313173,0.2664740702857971,0.1318738570728302,2.167227737333886,2.1672118088044305,0.47333975340204143,0.0009757729755661012,30.6
pretrain,3,0.2604481010532379,0.26043315373039244,0.12887325709056854,2.2771818915031234,2.277140766292721,0.473243226940056,0.0009460482294732422,30.7
pretrain,4,0.25870343374061583,0.25869484757232664,0.12794983713245392,2.2998566158029563,2.29983954744654,0.4752659740902129,0.0009054634122155991,30.7
pretrain,5,0.2575000396347046,0.25749106808280947,0.12737923722934724,2.318606622021682,2.31860016538881,0.47419990198339124,0.0008550178566873411,30.7
pretrain,6,0.2566689424057007,0.25666191610050204,0.12693825758171082,2.4290168628013475,2.4290137482221317,0.47520805589122767,0.0007959536998847743,30.6
pretrain,7,0.2559732662315369,0.25596501195240023,0.12655461709308624,2.372539220476089,2.3725323518526396,0.47563276414654376,0.0007297252973710758,30.7
pretrain,8,0.25525385177230836,0.25524958446884155,0.1262135170726776,2.348263457014754,2.348245326258603,0.4762376561818436,0.0006579634122155991,30.8
pretrain,9,0.2546965604095459,0.2546902335186005,0.12590435726928711,2.495102198223145,2.4950843609131135,0.4752938557801355,0.0005824350601949144,30.8
pretrain,10,0.25414839833927155,0.25414549992370605,0.12560295718240738,2.5178061170876664,2.5177975078347106,0.4762119172034679,0.0005050000000000001,30.7
pretrain,11,0.25369721952819824,0.2536949656524658,0.12537861733722686,2.4849240599860964,2.484914559041518,0.47706562526130925,0.000427564939805086,30.6
pretrain,12,0.2532080526342392,0.2532060814590454,0.1251017571310997,2.4503520207055285,2.4503458548594526,0.47659801747705843,0.0003520365877844012,30.8
pretrain,13,0.2527812412757873,0.2527796775226593,0.1248717372469902,2.5341428644613155,2.5341374538631105,0.4770034255387189,0.00028027470262892445,30.7
pretrain,14,0.2523926248607635,0.25239147717666627,0.12462381716442109,2.460963681039765,2.4609506258070595,0.4765722781534821,0.0002140463001152259,30.8
pretrain,15,0.25202363103294373,0.2520225098495483,0.12443081725502014,2.544913977729768,2.544900052898281,0.47607677928218,0.00015498214331265904,30.7
pretrain,16,0.2517199867630005,0.25171901187229156,0.1242738373003006,2.6186226265259642,2.61859018349535,0.4776597911454434,0.00010453658778440108,30.7
pretrain,17,0.25144097829437256,0.25144002683258054,0.12409749736404418,2.5460791418042015,2.5460680339122628,0.47696910158649936,6.395177052675796e-05,30.8
pretrain,18,0.2512368340244293,0.2512359464092255,0.12398795740699768,2.572239553299343,2.5722196720946453,0.4770162944014315,3.422702443389901e-05,30.6
pretrain,19,0.2510802551841736,0.25107941826820374,0.12387149720287323,2.578886976982585,2.5788700642988744,0.4766945422002554,1.6094271405406862e-05,30.7
pretrain,20,0.2509800095558167,0.25097918599510194,0.12381635736465454,2.571725032095334,2.5717022760596615,0.47691333117478907,1e-05,30.8
finetune,1,0.6143926295654207,0.6143745126491942,0.27183565677706495,0.35305849098688746,0.3530511047670331,0.1765122218341185,0.0002991810233575568,2.6
finetune,2,0.32866764020712913,0.32866348955568553,0.1679621262873839,0.31638921039751905,0.31638573627265315,0.1622543970066199,0.0002967330663097039,2.6
finetune,3,0.31235312710896934,0.31234937038487526,0.15979055851191878,0.3082806340030006,0.30827668888381704,0.15805233493351414,0.0002926829491861254,2.7
finetune,4,0.3064061093534078,0.3064030301009614,0.15648936354131907,0.30444268495522053,0.3044408518502969,0.15587515847103015,0.00028707504591756876,2.6
finetune,5,0.3028614413113119,0.3028594699536951,0.15441292724680125,0.30194963272525127,0.30194760479931154,0.154229940895306,0.00027997079786577355,2.6
finetune,6,0.3007258954962037,0.3007240003469039,0.1532521791493952,0.30042116972368094,0.300419661350283,0.15349635104031484,0.0002714480406590546,2.6
finetune,7,0.2990581329786833,0.2990563874156827,0.15237800199956514,0.29929547154407343,0.2992938010670094,0.15302445066686046,0.0002616001514088704,2.5
finetune,8,0.29797995852104847,0.29797796824345074,0.15171754941032173,0.2985822266644544,0.29858067006524774,0.15264478524014552,0.0002505350256506492,2.6
finetune,9,0.29688986328930483,0.2968881641801893,0.15118993746125836,0.2977126026194477,0.2977110825347982,0.15224366768369957,0.00023837389521772463,2.6
finetune,10,0.2961808859174946,0.29617901702820887,0.15073169076715376,0.297200343361846,0.2971980232555229,0.1518232469354664,0.00022524999999999992,2.7
finetune,11,0.2954469913138569,0.2954444072167245,0.15042958533548698,0.2969663828189462,0.29696420898820036,0.15182324832905417,0.0002113071281398321,2.5
finetune,12,0.2949303670703161,0.29492835587410293,0.15005088310631465,0.2966388471900829,0.29663694931529,0.15168811332918655,0.00019669804065905458,2.5
finetune,13,0.2944826650928561,0.2944807564591588,0.14987063773542705,0.2962870172219745,0.29628543321127954,0.15134062347290395,0.00018158279777725494,2.5
finetune,14,0.2939580944573032,0.293956236541351,0.14949782761807062,0.2959992972017613,0.29599775730003774,0.1512741276068219,0.00016612700525851415,2.6
finetune,15,0.29349813780287054,0.2934962148035886,0.14925973207465684,0.2957974111046826,0.2957937745181648,0.1513063032795359,0.0001505,2.5
finetune,16,0.29323849831959947,0.29323630311811055,0.14913733590251985,0.29563473953243385,0.2956332756004227,0.15111539752275735,0.0001348729947414858,2.7
finetune,17,0.2928557647488434,0.29285410051047245,0.14894718220128686,0.2953997396415316,0.29539830878485634,0.1510767866515745,0.00011941720222274492,2.5
finetune,18,0.29254683114201546,0.29254510642100534,0.14872301329477822,0.295242786791027,0.2952394809834387,0.15090304057596068,0.00010430195934094534,2.6
finetune,19,0.2922374225322394,0.29223581139018023,0.14854785693663025,0.29519946978665995,0.29519783547895245,0.15075074882274123,8.969287186016786e-05,2.6
finetune,20,0.29197771926187754,0.29197617671512577,0.14839118017503614,0.29514414254865234,0.2951427526813574,0.1508408385200697,7.575000000000001e-05,2.5
finetune,21,0.2917975319910716,0.2917960124206349,0.14828833599776753,0.29508608208864556,0.29508458111788366,0.15067996398566977,6.262610478227527e-05,2.5
finetune,22,0.2916760762155813,0.29167421619563527,0.14824950117556984,0.2950255329876895,0.29502376586723,0.1509266386199335,5.046497434935074e-05,2.7
finetune,23,0.29150705027129453,0.29150552903586113,0.14814210408494674,0.2949463771500336,0.29494495645759955,0.15060488673199507,3.939984859112959e-05,2.6
finetune,24,0.29136332484489275,0.2913617602764452,0.14811960755868794,0.2949563241066313,0.2949544851460819,0.1507528934137139,2.9551959340945373e-05,2.6
finetune,25,0.2912706015460447,0.29126911138522743,0.14805559678844968,0.2948704952464396,0.2948689605099405,0.150673528058444,2.1029202134226415e-05,2.6
finetune,26,0.2912314217933737,0.29123001658889014,0.14801917361091857,0.294870000957471,0.29486862436122313,0.15075718433444768,1.3924954082431155e-05,2.6
finetune,27,0.2911655799722153,0.29116419683572176,0.1480261361287999,0.2948743534262014,0.2948729943968308,0.15077863152269538,8.317050813874547e-06,2.6
finetune,28,0.29106150844259454,0.29106013520508867,0.14788338614379187,0.294850294974064,0.29484890390495944,0.15063921089517052,4.26693369029605e-06,2.7
finetune,29,0.2910321001608975,0.2910307376844102,0.14793427315111543,0.29483516972651047,0.2948337970936774,0.15063706177823383,1.8189766424431266e-06,2.6
finetune,30,0.29100826353743026,0.29100689910860267,0.14790963385160558,0.29483585681643215,0.2948344996920577,0.15058987334862844,1e-06,2.5
